Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Visit_ID
2,102,0,0,4,268,0,0.013333333,0,0,Mar,2,2,1,3,Returning_Visitor,TRUE,FALSE,1344
0,0,0,0,8,158.5,0,0.05,0,0,Mar,1,1,1,3,Returning_Visitor,TRUE,FALSE,1345
1,7,0,0,11,298,0,0.006666667,0,0,Mar,3,2,3,3,Returning_Visitor,TRUE,FALSE,1346
3,1499.571429,1,186,31,2905.943651,0,0.010215054,0,0,Mar,2,6,7,1,Returning_Visitor,FALSE,FALSE,1347
0,0,0,0,41,419,0.01300813,0.03495935,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE,1348
0,0,0,0,5,279,0,0.04,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE,1349
1,0,0,0,43,1286.688889,0.004545455,0.030266123,4.289292857,0,Mar,3,2,1,6,Returning_Visitor,FALSE,FALSE,1350
1,74,0,0,49,1616.083333,0.004,0.016,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE,1351
2,1223,4,416,21,2755.67094,0.004545455,0.027575758,0,0,Mar,3,2,1,2,Returning_Visitor,TRUE,FALSE,1352
0,0,0,0,26,655.7833333,0.003846154,0.013782051,0,0,Mar,1,1,8,3,Returning_Visitor,FALSE,FALSE,1353
4,206.3333333,0,0,20,917.35,0,0.008333333,23.83323089,0,Mar,4,2,1,2,Returning_Visitor,TRUE,TRUE,1354
3,67,0,0,12,353,0,0.015384615,0,0,Mar,2,2,3,2,New_Visitor,FALSE,FALSE,1355
0,0,0,0,2,27,0,0.1,0,0,Mar,4,1,4,2,Returning_Visitor,FALSE,FALSE,1356
0,0,0,0,2,0,0.2,0.2,0,0,Mar,1,1,1,1,Returning_Visitor,FALSE,FALSE,1357
3,242,0,0,12,286,0,0.014285714,0,0,Mar,1,1,1,2,New_Visitor,TRUE,FALSE,1358
0,0,0,0,6,835.8333333,0.033333333,0.066666667,0,0,Mar,1,1,1,1,Returning_Visitor,FALSE,FALSE,1359
7,217.8333333,1,23.5,18,338.1272727,0,0.014393939,0,0,Mar,3,2,1,10,Returning_Visitor,FALSE,FALSE,1360
0,0,0,0,2,22,0,0.1,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE,1361
2,136.6666667,1,9.5,20,1572.571429,0,0.015873016,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE,1362
12,739.2091954,1,16,21,1321.059195,0.009032258,0.025133361,78.34560177,0,Mar,2,2,1,8,Returning_Visitor,FALSE,TRUE,1363
0,0,0,0,2,0,0.2,0.2,0,0,Mar,1,2,1,1,Returning_Visitor,FALSE,FALSE,1364
0,0,0,0,2,187,0.1,0.15,0,0,Mar,3,2,1,3,Returning_Visitor,FALSE,FALSE,1365
4,33,0,0,19,502.4583333,0,0.011904762,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE,1366
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,8,1,Returning_Visitor,FALSE,FALSE,1367
3,14,0,0,20,1424.928571,0.01,0.022222222,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE,1368
4,68.5,2,845,82,2448.784448,0.000374532,0.008907697,6.506831398,0,Mar,1,1,2,2,Returning_Visitor,FALSE,TRUE,1369
5,91.83333333,0,0,32,1480.666667,0,0.006857143,0,0,Mar,1,1,1,3,Returning_Visitor,TRUE,FALSE,1370
1,31,0,0,6,25.5,0.066666667,0.083333333,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE,1371
0,0,0,0,5,236,0,0.04,0,0,Mar,1,1,6,1,Returning_Visitor,FALSE,FALSE,1372
2,58,0,0,50,952.4345238,0,0.011538462,2.179730769,0,Mar,4,2,2,11,Returning_Visitor,TRUE,TRUE,1373
0,0,0,0,5,182,0,0.04,0,0,Mar,3,2,6,1,Returning_Visitor,FALSE,FALSE,1374
0,0,0,0,24,854.3333333,0,0.008333333,0,0,Mar,4,1,1,10,Returning_Visitor,FALSE,FALSE,1375
0,0,0,0,3,39,0,0.022222222,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE,1376
0,0,0,0,15,1332.833333,0.014285714,0.005714286,0,0,Mar,2,5,4,2,Returning_Visitor,TRUE,FALSE,1377
5,89.75,0,0,16,467.9166667,0.011111111,0.016666667,0,0,Mar,3,2,4,2,Returning_Visitor,TRUE,FALSE,1378
1,9.5,0,0,25,674.25,0,0.017307692,0,0,Mar,2,2,7,2,Returning_Visitor,FALSE,FALSE,1379
9,165.5,0,0,50,2207.391667,0.001724138,0.009972955,15.30003763,0,Mar,1,1,4,3,Returning_Visitor,TRUE,FALSE,1380
0,0,0,0,10,300,0,0.05,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE,1381
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,4,1,Returning_Visitor,FALSE,FALSE,1382
0,0,0,0,6,177.5,0.033333333,0.044444444,0,0,Mar,2,2,8,1,Returning_Visitor,FALSE,FALSE,1383
0,0,0,0,34,311.5,0,0.011764706,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE,1384
3,57,0,0,15,486.5166667,0,0.011111111,0,0,Mar,2,2,5,6,Returning_Visitor,FALSE,FALSE,1385
0,0,1,255,15,1418.25,0,0.00625,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE,1386
1,13,0,0,10,391.85,0.018055556,0.046984127,0,0,Mar,3,2,4,3,Returning_Visitor,TRUE,FALSE,1387
3,63,0,0,10,142.6666667,0,0.015384615,0,0,Mar,2,2,7,2,New_Visitor,TRUE,FALSE,1388
3,134,0,0,53,1659.319697,0,0.00380117,62.34813701,0,Mar,4,1,1,2,Returning_Visitor,FALSE,TRUE,1389
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,3,1,Returning_Visitor,TRUE,FALSE,1390
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE,1391
0,0,0,0,59,1560.601163,0.005172414,0.010673235,0,0,Mar,1,1,1,2,Returning_Visitor,FALSE,FALSE,1392
2,34,0,0,65,1451.227362,0.003030303,0.008492896,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE,1393
4,67.07142857,0,0,21,2588.958333,0,0.011041667,0,0,Mar,3,2,2,8,New_Visitor,TRUE,FALSE,1394
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE,1395
0,0,0,0,3,80,0,0.033333333,0,0,Mar,3,2,1,10,Returning_Visitor,TRUE,FALSE,1396
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,9,2,New_Visitor,TRUE,FALSE,1397
8,87.5,0,0,31,496.5833333,0.005405405,0.012612613,3.889459459,0,Mar,2,2,7,2,Returning_Visitor,FALSE,TRUE,1398
1,22,0,0,21,678.2738095,0,0.012878788,0,0,Mar,3,2,1,2,New_Visitor,FALSE,FALSE,1399
0,0,0,0,4,55,0,0.05,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE,1400
0,0,0,0,4,34,0.1,0.15,0,0,Mar,3,2,6,1,Returning_Visitor,FALSE,FALSE,1401
1,17.5,0,0,8,163,0,0.011111111,0,0,Mar,3,2,1,2,New_Visitor,TRUE,FALSE,1402
0,0,0,0,7,286.5,0,0.042857143,0,0,Mar,3,3,3,1,Returning_Visitor,FALSE,FALSE,1403
0,0,0,0,20,1395.258333,0,0.011111111,0,0,Mar,1,1,1,9,New_Visitor,TRUE,FALSE,1404
1,14,0,0,10,90,0,0.018181818,0,0,Mar,2,2,2,10,New_Visitor,FALSE,FALSE,1405
5,69.33333333,1,0,5,142,0,0.022222222,0,0,Mar,2,2,3,2,New_Visitor,FALSE,FALSE,1406
2,148,0,0,9,416.6666667,0,0.004545455,0,0,Mar,3,2,6,2,New_Visitor,TRUE,FALSE,1407
1,85,4,208.5,12,413.8,0,0.003921569,0,0,Mar,1,1,1,2,Returning_Visitor,FALSE,FALSE,1408
0,0,0,0,2,403,0.1,0.15,0,0,Mar,2,10,3,3,Returning_Visitor,FALSE,FALSE,1409
0,0,0,0,6,106,0.1,0.116666667,0,0,Mar,3,2,1,1,Returning_Visitor,TRUE,FALSE,1410
4,103,1,41,16,515,0,0.010526316,0,0,Mar,3,2,3,6,Returning_Visitor,TRUE,FALSE,1411
0,0,0,0,26,392,0.007692308,0.030128205,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE,1412
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,4,3,1,Returning_Visitor,FALSE,FALSE,1413
2,33,0,0,25,1720,0,0.007692308,60.29018448,0,Mar,2,5,3,1,Returning_Visitor,FALSE,TRUE,1414
1,69.5,0,0,8,226.5,0,0.0125,0,0,Mar,3,2,1,13,Returning_Visitor,FALSE,FALSE,1415
0,0,0,0,10,130.1666667,0.055555556,0.083333333,26.66133333,0,Mar,3,2,1,8,Returning_Visitor,FALSE,FALSE,1416
7,77.5,0,0,14,192.9333333,0,0.013333333,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE,1417
4,171,0,0,20,745.3333333,0.00952381,0.028571429,0,0,Mar,2,2,1,10,Returning_Visitor,FALSE,FALSE,1418
2,94,0,0,5,97,0,0.033333333,0,0,Mar,3,3,1,10,Returning_Visitor,FALSE,FALSE,1419
0,0,0,0,4,233,0.05,0.075,0,0,Mar,2,4,2,1,Returning_Visitor,FALSE,FALSE,1420
7,64.14285714,1,0,20,1409.809524,0.008695652,0.035507246,0,0,Mar,3,2,3,2,Returning_Visitor,FALSE,FALSE,1421
0,0,0,0,12,448.5,0,0.033333333,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE,1422
0,0,0,0,6,73.75,0.033333333,0.044444444,0,0,Mar,3,2,3,2,Returning_Visitor,FALSE,FALSE,1423
4,143,1,20.5,10,386.15,0,0.015384615,64.6,0,Mar,1,1,7,8,Returning_Visitor,FALSE,TRUE,1424
1,26,0,0,16,638.8333333,0,0.0125,20.26155684,0,Mar,2,4,2,2,New_Visitor,FALSE,FALSE,1425
3,221,0,0,17,489.5833333,0,0.011764706,0,0,Mar,1,1,1,3,New_Visitor,TRUE,FALSE,1426
1,10,0,0,23,660.8166667,0,0.025,0,0,Mar,2,4,1,3,Returning_Visitor,TRUE,FALSE,1427
4,118,3,67,44,1489.144444,0.004081633,0.014693878,0,0,Mar,3,2,6,1,Returning_Visitor,TRUE,FALSE,1428
1,0,0,0,20,2270.833333,0,0.023809524,10.23187302,0,Mar,2,2,3,6,Returning_Visitor,FALSE,TRUE,1429
1,38,0,0,12,121,0.028571429,0.025,0,0,Mar,3,2,4,2,Returning_Visitor,FALSE,FALSE,1430
0,0,0,0,15,296,0,0.04,0,0,Mar,2,5,2,3,Returning_Visitor,FALSE,FALSE,1431
3,124,0,0,0,0,0,0.033333333,0,0,Mar,3,2,6,3,Returning_Visitor,FALSE,FALSE,1432
0,0,0,0,12,481.8333333,0,0.018181818,74.088,0,Mar,1,1,1,2,New_Visitor,FALSE,TRUE,1433
2,117,0,0,13,309.9333333,0,0.013333333,0,0,Mar,2,2,2,2,New_Visitor,FALSE,FALSE,1434
0,0,0,0,7,55,0.057142857,0.114285714,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE,1435
2,75,0,0,14,851,0,0.014285714,22.88908649,0,Mar,1,1,1,2,New_Visitor,TRUE,TRUE,1436
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE,1437
0,0,0,0,3,55,0.066666667,0.1,0,0,Mar,3,2,3,3,Returning_Visitor,FALSE,FALSE,1438
0,0,0,0,7,88.33333333,0,0.042857143,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE,1439
2,94,0,0,25,893.1,0,0.009615385,0,0,Mar,2,4,4,1,Returning_Visitor,FALSE,FALSE,1440
3,219,0,0,12,526.3333333,0.022222222,0.058571429,0,0,Mar,1,1,3,1,Returning_Visitor,FALSE,FALSE,1441
2,45,0,0,26,535.3459596,0.007407407,0.01051332,0,0,Mar,2,4,3,10,Returning_Visitor,FALSE,FALSE,1442
3,60.83333333,0,0,18,884.6333333,0.021052632,0.041140351,0,0,Mar,2,2,3,10,Returning_Visitor,FALSE,FALSE,1443
0,0,0,0,2,24,0,0.05,0,0,Mar,3,2,3,3,Returning_Visitor,FALSE,FALSE,1444
0,0,3,100,22,2175.993651,0.01,0.049312469,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE,1445
2,14,0,0,8,57,0,0.057142857,0,0,Mar,1,2,4,8,New_Visitor,FALSE,FALSE,1446
0,0,0,0,28,1028.116667,0,0.008928571,0,0,Mar,2,4,1,2,Returning_Visitor,FALSE,FALSE,1447
0,0,0,0,4,93,0,0.1,0,0,Mar,2,2,9,6,Returning_Visitor,FALSE,FALSE,1448
8,182.6480519,6,291.5,35,1373.464719,0.001550388,0.018148931,14.322,0,Mar,2,2,6,2,Returning_Visitor,FALSE,FALSE,1449
8,154.2916667,0,0,34,991.3678571,0.005263158,0.01443609,10.93482456,0,Mar,2,2,2,2,Returning_Visitor,FALSE,FALSE,1450
0,0,0,0,1,1,0,0.1,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE,1451
0,0,0,0,7,147.25,0.028571429,0.045714286,0,0,Mar,1,1,6,3,Returning_Visitor,FALSE,FALSE,1452
0,0,0,0,2,0,0.2,0.2,0,0,Mar,3,2,4,1,Returning_Visitor,FALSE,FALSE,1453
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE,1454
0,0,0,0,9,1225.5,0.022222222,0.044444444,0,0,Mar,1,2,9,1,Returning_Visitor,FALSE,FALSE,1455
0,0,0,0,3,183,0,0.066666667,0,0,Mar,1,1,1,1,Returning_Visitor,TRUE,FALSE,1456
0,0,0,0,10,250.8,0,0.01,0,0,Mar,2,2,4,3,Returning_Visitor,FALSE,FALSE,1457
2,17,1,105,9,148.25,0.02,0.022,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,FALSE,1458
2,32,1,70,16,504.0833333,0.005714286,0.019047619,9.543060317,0,Mar,2,2,3,8,Returning_Visitor,FALSE,FALSE,1459
0,0,0,0,43,1650.416667,0,0.003875969,0,0,Mar,2,2,7,3,Returning_Visitor,TRUE,FALSE,1460
0,0,1,0,28,2743.216667,0.020689655,0.042528736,0,0,Mar,2,5,2,1,Returning_Visitor,FALSE,FALSE,1461
5,108.2,0,0,37,1288.533333,0.005263158,0.028070175,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE,1462
0,0,0,0,15,447.5,0.03,0.065333333,0,0,Mar,3,2,4,1,Returning_Visitor,TRUE,FALSE,1463
10,1559.75,1,7,41,1663.761905,0.004347826,0.015942029,13.63463318,0,Mar,1,1,1,2,Returning_Visitor,FALSE,TRUE,1464
5,249.1666667,0,0,22,1165.583333,0,0.001242236,0,0,Mar,2,2,8,2,New_Visitor,FALSE,FALSE,1465
2,37,0,0,3,17,0,0.05,0,0,Mar,3,2,1,2,New_Visitor,TRUE,FALSE,1466
1,0,1,60.5,46,1038.916667,0.021276596,0.039007092,13.10326241,0,Mar,2,2,6,1,Returning_Visitor,FALSE,TRUE,1467
0,0,0,0,12,249.5,0.005555556,0.025,0,0,Mar,2,7,7,1,Returning_Visitor,FALSE,FALSE,1468
5,65,2,34,17,1302.5,0,0.016666667,0,0,Mar,1,1,1,10,Returning_Visitor,FALSE,FALSE,1469
0,0,0,0,10,172.5,0.01,0.043333333,0,0,Mar,2,2,3,6,Returning_Visitor,FALSE,FALSE,1470
6,143.1666667,0,0,50,925.947619,0,0.010160428,13.60512012,0,Mar,2,2,1,2,Returning_Visitor,FALSE,TRUE,1471
4,66.33333333,2,58.16666667,38,1524.702381,0,0.006628788,0,0,Mar,2,2,3,2,New_Visitor,TRUE,FALSE,1472
4,14,0,0,13,288,0.0125,0.0375,0,0,Mar,1,1,4,2,Returning_Visitor,TRUE,FALSE,1473
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,1,1,Returning_Visitor,TRUE,FALSE,1474
0,0,2,31,3,47,0.04,0.08,0,0,Mar,1,1,6,1,Returning_Visitor,TRUE,FALSE,1475
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE,1476
0,0,0,0,4,63,0,0.05,0,0,Mar,1,1,2,3,Returning_Visitor,FALSE,FALSE,1477
0,0,0,0,13,1476.3,0.007692308,0.012820513,0,0,Mar,2,2,3,8,Returning_Visitor,FALSE,FALSE,1478
0,0,0,0,9,685,0,0.022222222,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE,1479
5,102.5333333,0,0,74,2396.690316,0.002699055,0.020349845,15.03328131,0,Mar,2,5,6,1,Returning_Visitor,FALSE,FALSE,1480
0,0,0,0,7,451.8333333,0.028571429,0.076190476,0,0,Mar,3,2,1,3,Returning_Visitor,TRUE,FALSE,1481
0,0,0,0,25,1512.52381,0,0.024,0,0,Mar,2,2,3,11,Returning_Visitor,FALSE,FALSE,1482
1,85,0,0,14,306.5,0,0.004444444,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE,1483
0,0,0,0,5,62,0.12,0.14,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE,1484
6,197.8,0,0,48,3332.293511,0,0.007847222,11.45469444,0,Mar,1,1,1,3,Returning_Visitor,FALSE,FALSE,1485
1,63,1,0,22,2815.416667,0,0.0125,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE,1486
3,31.5,0,0,13,956.5,0,0.04,0,0,Mar,2,2,1,13,Returning_Visitor,FALSE,FALSE,1487
7,81.25,0,0,37,1500.422543,0.014634146,0.015338753,39.03580426,0,Mar,2,4,1,2,Returning_Visitor,FALSE,FALSE,1488
0,0,0,0,20,2271,0,0.025,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE,1489
2,120,0,0,8,588.1666667,0,0.007407407,0,0,Mar,1,1,1,2,Returning_Visitor,FALSE,FALSE,1490
4,149.25,0,0,27,1212.809524,0,0.020967742,14.89210837,0,Mar,2,2,7,2,Returning_Visitor,FALSE,TRUE,1491
5,172.2,0,0,23,792.7222222,0,0.010714286,261.4912857,0,Mar,2,2,1,8,New_Visitor,FALSE,TRUE,1492
5,523.9166667,2,21,25,439.5238095,0,0.023333333,0,0,Mar,2,2,7,2,Returning_Visitor,FALSE,FALSE,1493
0,0,0,0,2,5,0,0.1,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE,1494
1,19,0,0,22,525.2666667,0,0.007709751,0,0,Mar,3,2,7,1,Returning_Visitor,FALSE,FALSE,1495
11,377.8333333,0,0,40,1337.842794,0.008695652,0.022304507,0,0,Mar,3,2,3,3,Returning_Visitor,TRUE,FALSE,1496
4,129.4166667,3,62,43,1770.625,0.004255319,0.015153664,0,0,Mar,2,5,6,2,Returning_Visitor,FALSE,FALSE,1497
9,298.6666667,0,0,27,1084.5,0,0.010784314,22.96411765,0,Mar,2,2,1,8,New_Visitor,FALSE,FALSE,1498
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,7,1,Returning_Visitor,TRUE,FALSE,1499
0,0,0,0,93,4261.842857,0.002930403,0.021080839,0,0,Mar,3,3,8,1,Returning_Visitor,FALSE,FALSE,1500
3,59,0,0,29,527.2083333,0,0.011330049,0,0,Mar,2,4,1,6,Returning_Visitor,FALSE,FALSE,1501
0,0,0,0,4,0,0.2,0.2,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE,1502
0,0,0,0,7,110,0.057142857,0.142857143,0,0,Mar,3,2,8,1,Returning_Visitor,FALSE,FALSE,1503
0,0,0,0,15,1733.666667,0,0.026666667,0,0,Mar,2,2,7,2,Returning_Visitor,FALSE,FALSE,1504
1,5,0,0,12,306,0,0.02,0,0,Mar,2,2,6,8,Returning_Visitor,FALSE,FALSE,1505
0,0,0,0,2,62,0,0.05,0,0,Mar,1,1,2,10,Returning_Visitor,FALSE,FALSE,1506
0,0,0,0,2,5,0,0.1,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE,1507
0,0,0,0,14,198.5221501,0.001230769,0.06797235,0,0,Mar,1,1,9,1,Returning_Visitor,FALSE,FALSE,1508
0,0,0,0,17,504,0,0.02125,33.32796813,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE,1509
24,876.2333333,5,625.5,34,1588.666667,0,0.013800705,0,0,Mar,2,2,5,2,Returning_Visitor,FALSE,FALSE,1510
1,95.5,0,0,7,381.5,0,0.025,0,0,Mar,1,1,3,2,Returning_Visitor,TRUE,FALSE,1511
6,129.75,0,0,42,1173.07,0,0.005319149,18.95323404,0,Mar,2,2,3,8,New_Visitor,TRUE,TRUE,1512
6,408.2,0,0,33,878.6238095,0,0.02045045,19.3654955,0,Mar,2,2,1,2,Returning_Visitor,FALSE,TRUE,1513
0,0,1,0,35,1928,0.008333333,0.023611111,0,0,Mar,2,5,8,1,Returning_Visitor,TRUE,FALSE,1514
0,0,0,0,5,83,0.04,0.06,0,0,Mar,2,2,1,13,Returning_Visitor,FALSE,FALSE,1515
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,1,3,Returning_Visitor,TRUE,FALSE,1516
2,24.42857143,7,278.1666667,76,2735.728571,0.002439024,0.024843206,8.631719512,0,Mar,2,5,2,7,Returning_Visitor,FALSE,TRUE,1517
4,52.33333333,1,239,14,337.5,0,0.011764706,0,0,Mar,2,5,1,2,Returning_Visitor,FALSE,FALSE,1518
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,1,3,Returning_Visitor,FALSE,FALSE,1519
10,382.8333333,4,319.3,72,4163.797619,0.000297619,0.010912698,12.0921619,0,Mar,2,2,6,2,Returning_Visitor,FALSE,TRUE,1520
0,0,1,65,15,1728.321429,0.014285714,0.016428571,0,0,Mar,1,1,6,1,Returning_Visitor,FALSE,FALSE,1521
0,0,0,0,6,255,0,0.008333333,0,0,Mar,1,2,8,2,Returning_Visitor,TRUE,FALSE,1522
0,0,0,0,13,449.6,0,0.015384615,0,0,Mar,3,2,1,10,Returning_Visitor,FALSE,FALSE,1523
1,27.5,0,0,11,243.6666667,0,0.018181818,0,0,Mar,3,2,1,3,Returning_Visitor,FALSE,FALSE,1524
6,475,0,0,33,2760.716667,0.038596491,0.056282051,0,0,Mar,4,2,1,13,Returning_Visitor,FALSE,FALSE,1525
2,6,0,0,42,1503.25,0.001550388,0.031007752,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE,1526
2,210,0,0,10,591.1666667,0.02,0.016,0,0,Mar,3,2,1,2,Returning_Visitor,FALSE,FALSE,1527
2,31.5,0,0,12,402.5,0,0.0025,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE,1528
5,46,1,17,33,1540.583333,0,0.01547619,10.84440741,0,Mar,2,2,2,2,Returning_Visitor,TRUE,FALSE,1529
9,546,0,0,28,1561.083333,0.01,0.03,3.810575284,0,Mar,2,2,7,10,Returning_Visitor,FALSE,TRUE,1530
1,47.5,0,0,15,1330.3,0,0.005128205,0,0,Mar,2,4,2,10,Returning_Visitor,FALSE,FALSE,1531
0,0,0,0,2,42,0,0.05,0,0,Mar,2,2,6,3,Returning_Visitor,FALSE,FALSE,1532
0,0,0,0,5,360.75,0,0.04,0,0,Mar,2,4,3,1,Returning_Visitor,FALSE,FALSE,1533
3,48.33333333,0,0,15,245.5,0.014285714,0.028571429,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,FALSE,1534
0,0,0,0,4,7,0,0.05,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE,1535
3,28.5,0,0,15,608.4166667,0,0.035294118,0,0,Mar,2,5,1,3,Returning_Visitor,FALSE,FALSE,1536
0,0,0,0,18,708.25,0,0.045098039,0,0,Mar,1,1,1,3,Returning_Visitor,FALSE,FALSE,1537
1,30,0,0,7,157.5,0,0.025,0,0,Mar,2,2,3,3,New_Visitor,FALSE,FALSE,1538
2,16,0,0,33,1123.242857,0.006060606,0.021969697,11.12342124,0,Mar,2,2,3,13,Returning_Visitor,FALSE,FALSE,1539
0,0,0,0,19,926.6333333,0.011111111,0.02962963,0,0,Mar,2,2,2,1,Returning_Visitor,TRUE,FALSE,1540
0,0,0,0,39,2808.666667,0,0.01025641,0,0,Mar,2,2,1,10,Returning_Visitor,FALSE,FALSE,1541
0,0,0,0,26,1685.266667,0.007692308,0.034615385,0,0,Mar,2,2,6,3,Returning_Visitor,TRUE,FALSE,1542
1,10,1,0,69,2124.726768,0.002898551,0.009090177,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE,1543
3,79,0,0,38,1272.916667,0.004878049,0.020139373,9.401136585,0,Mar,2,4,2,2,Returning_Visitor,FALSE,FALSE,1544
2,18,0,0,30,474.5,0,0.003225806,0,0,Mar,1,1,3,2,Returning_Visitor,TRUE,FALSE,1545
7,250.3333333,0,0,7,180.3333333,0,0.02,0,0,Mar,2,2,1,2,New_Visitor,TRUE,FALSE,1546
2,77,0,0,43,1607.297619,0.002272727,0.015909091,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE,1547
2,12,0,0,8,60,0,0.02,0,0,Mar,2,2,3,2,New_Visitor,TRUE,FALSE,1548
6,77.33333333,1,52.33333333,6,126.6666667,0,0.016666667,0,0,Mar,1,1,1,2,Returning_Visitor,FALSE,FALSE,1549
0,0,0,0,7,865.2777778,0,0.029004329,0,0,Mar,1,1,1,10,Returning_Visitor,FALSE,FALSE,1550
0,0,0,0,49,2612.357143,0,0.00952381,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE,1551
0,0,0,0,22,850.2083333,0,0.016666667,0,0,Mar,1,1,1,2,Returning_Visitor,FALSE,FALSE,1552
4,63.33333333,0,0,13,556.6666667,0,0.001666667,27.3063666,0,Mar,1,1,1,2,Returning_Visitor,FALSE,TRUE,1553
0,0,0,0,9,186.7,0,0.022222222,0,0,Mar,2,2,1,2,Returning_Visitor,TRUE,FALSE,1554
7,108.6666667,6,853.75,194,6737.271825,0.000123762,0.006138614,0,0,Mar,2,5,1,3,Returning_Visitor,TRUE,FALSE,1555
0,0,0,0,24,1762.25,0.008333333,0.016666667,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE,1556
7,230.1666667,3,222,140,8961.407671,0.00137931,0.012980564,0,0,Mar,2,5,2,1,Returning_Visitor,TRUE,FALSE,1557
1,3,0,0,14,128,0,0.028571429,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE,1558
0,0,0,0,8,213.5,0,0.05,0,0,Mar,2,5,1,1,Returning_Visitor,TRUE,FALSE,1559
0,0,0,0,21,849.8833333,0.012698413,0.032063492,0,0,Mar,1,1,1,1,Returning_Visitor,FALSE,FALSE,1560
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,2,3,Returning_Visitor,FALSE,FALSE,1561
2,15,0,0,13,77,0.014285714,0.028571429,0,0,Mar,2,2,9,1,Returning_Visitor,FALSE,FALSE,1562
0,0,0,0,2,73,0.05,0.15,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE,1563
0,0,0,0,8,316,0,0.019047619,0,0,Mar,1,1,1,2,New_Visitor,TRUE,FALSE,1564
1,18,4,123.5,24,4114.083333,0,0.003571429,20.91831644,0,Mar,1,1,1,2,New_Visitor,FALSE,TRUE,1565
